ville,quartier,type_bien,surface_habitable,nb_pieces,nb_chambres,etage,ascenseur,etat,annee_construction,balcon,terrasse,parking,chauffage,classe_energie,distance_centre,distance_transport,score_commerces,prix,annee_vente,mois_vente
11,11,0,77.21,4,2,8,1,1,2015,0,0,0,3,7,5.18,224.67,3,179983.09,2023,5
7,17,0,96.71,4,4,0,0,1,2016,0,0,0,2,2,5.83,622.81,1,362128.77,2023,5
7,12,4,41.47,1,0,6,1,2,1988,0,0,1,3,2,6.37,135.0,5,189395.82,2020,3
3,3,4,46.69,1,0,10,1,0,1931,1,0,1,2,4,2.68,211.0,8,120159.03,2021,1
9,12,1,102.02,5,4,2,0,1,1949,0,0,0,3,3,3.51,93.65,3,421453.07,2021,11
3,12,0,70.84,3,3,8,1,2,1942,1,0,1,1,6,5.11,749.98,4,147138.53,2022,12
11,12,0,122.74,5,4,1,0,1,1928,1,0,0,2,5,14.28,272.62,7,165583.1,2023,6
3,3,3,292.38,5,4,0,0,3,1940,1,0,0,0,0,6.92,308.77,4,645139.54,2021,11
10,9,3,189.92,4,4,0,0,0,2008,0,0,0,1,1,2.97,504.72,3,2063745.89,2021,12
3,12,3,175.39,6,6,0,0,0,1997,0,0,2,0,3,9.78,69.64,7,268442.84,2022,5
4,17,3,291.95,5,4,0,0,1,1880,0,0,1,0,0,8.12,154.28,6,633725.22,2022,7
13,7,0,126.85,4,4,9,1,0,1921,1,0,0,3,3,6.84,169.8,5,402451.66,2020,10
11,12,3,213.15,5,5,0,0,2,1970,1,0,2,1,3,5.04,438.67,3,549504.19,2020,10
4,11,3,173.05,4,3,0,0,1,1936,0,0,0,2,4,5.16,212.56,1,384468.3,2020,6
9,12,0,86.4,3,3,6,1,1,1982,1,0,0,3,3,5.13,106.29,8,440323.42,2021,11
7,3,3,124.58,5,5,0,0,2,1933,1,1,0,4,2,2.55,400.91,10,642431.1,2021,11
1,7,3,222.46,4,3,0,0,1,1937,1,0,0,3,2,3.12,49.46,6,726904.22,2021,9
12,11,0,65.77,3,2,7,1,4,1970,1,0,2,0,3,4.74,222.58,6,177691.01,2021,12
2,7,0,120.39,5,3,0,0,4,1969,0,0,0,2,2,7.95,194.82,5,191518.26,2022,10
13,7,0,48.72,3,3,6,1,1,1983,1,0,1,0,7,7.06,699.3,8,144308.31,2023,12
2,11,0,66.51,3,2,8,1,0,1927,0,0,2,2,7,3.49,298.45,4,163396.17,2020,7
3,12,3,183.78,5,4,0,0,1,1970,1,0,1,2,4,5.95,390.54,7,266538.69,2021,10
0,12,4,32.53,1,0,6,1,1,1970,0,0,0,3,2,9.4,373.09,10,72421.8,2020,11
13,12,0,64.13,2,2,0,0,3,1907,0,0,0,3,7,5.18,898.26,2,219223.93,2020,7
10,16,0,81.02,4,3,0,0,3,2013,0,0,0,3,3,3.48,96.17,9,1018427.92,2023,4
0,12,1,116.14,5,3,2,0,1,1930,0,0,2,3,5,2.31,178.1,5,242183.31,2021,1
14,11,0,81.15,4,3,5,1,1,1964,0,0,2,1,3,10.32,252.94,4,227662.63,2022,12
5,13,0,68.88,2,0,0,0,2,1910,0,0,1,3,4,3.72,252.94,6,402261.47,2022,12
5,4,0,107.91,5,4,8,1,2,1987,0,0,0,0,2,2.47,224.63,3,725204.42,2022,8
5,13,4,35.75,1,0,3,1,2,1951,0,0,1,3,0,3.83,101.39,1,239972.88,2021,5
14,11,0,69.8,2,1,2,0,2,1900,1,0,1,0,7,8.18,240.97,7,289550.72,2020,4
2,12,3,207.31,4,3,0,0,0,1978,0,1,1,3,1,6.71,193.81,4,512174.31,2020,11
10,9,0,66.34,3,1,3,0,1,1970,1,0,0,0,3,5.29,252.94,7,745087.93,2022,6
0,11,0,66.81,2,1,5,1,2,2008,0,1,0,2,3,6.38,124.85,1,204544.76,2023,10
14,7,0,50.35,3,2,1,0,3,1989,0,0,1,3,2,4.9,59.5,3,178488.79,2021,4
5,5,4,36.56,1,0,1,0,3,1858,0,1,0,4,3,11.04,252.94,1,186827.94,2023,7
9,11,3,186.82,5,4,0,0,3,2007,0,0,0,2,3,6.78,748.5,10,713855.14,2020,9
6,8,0,62.06,2,1,3,0,0,2011,0,0,1,4,7,5.46,462.41,10,207860.78,2022,4
0,11,0,61.63,3,3,4,1,0,1876,0,0,1,0,3,0.29,230.59,9,192313.22,2020,3
11,3,3,198.55,4,4,0,0,0,1914,0,0,1,3,0,3.48,168.06,1,467660.26,2021,2
7,11,4,28.27,1,0,5,1,1,1970,0,0,0,3,3,4.8,122.21,6,110434.2,2023,5
14,12,0,89.18,4,3,2,0,0,1961,1,0,1,2,3,3.76,425.15,1,292805.35,2023,7
10,0,3,122.99,5,3,0,0,0,1970,1,0,1,3,3,7.72,148.98,5,846167.74,2023,11
10,16,0,56.88,2,1,2,0,3,1932,0,0,2,4,7,3.1,215.71,7,756024.77,2021,10
11,7,0,104.25,4,3,3,1,0,1974,0,0,1,4,4,6.24,394.87,3,228055.57,2022,12
4,7,0,84.48,4,3,3,0,3,1997,1,0,2,2,6,2.17,321.88,1,266620.63,2023,8
6,14,4,40.34,1,3,4,1,1,2016,0,1,1,2,3,12.43,459.52,5,131558.0,2020,4
0,7,0,70.61,4,4,4,1,2,1947,0,0,0,2,2,18.61,498.2,4,150183.29,2020,4
1,12,4,25.3,1,0,2,0,4,1989,0,0,0,1,6,1.67,81.41,8,56899.75,2020,11
13,3,4,42.98,1,3,1,0,0,1999,0,0,0,4,2,11.7,89.67,2,139136.18,2021,7
5,18,4,16.59,1,0,2,0,1,1968,1,1,0,2,2,5.85,991.84,3,74300.38,2022,12
0,7,0,77.76,4,3,4,1,1,2014,0,0,1,2,5,10.09,222.66,2,145398.86,2021,5
3,12,0,94.87,3,2,2,0,4,1866,1,0,0,4,5,5.0,459.3,1,131727.96,2021,11
1,17,1,109.73,6,6,0,0,0,2012,0,1,0,3,2,12.0,252.94,10,419139.79,2021,8
4,7,4,66.3,1,0,0,0,0,2011,1,0,1,1,7,5.62,178.7,10,210205.99,2021,5
5,15,4,31.78,1,0,0,0,2,1918,1,0,0,2,4,1.9,327.23,4,242643.55,2021,10
6,19,0,89.28,3,3,6,1,3,1964,1,0,1,3,3,17.37,504.46,5,403164.15,2023,8
12,7,0,62.24,3,2,3,1,0,1971,0,0,0,3,3,8.24,275.0,3,194261.59,2020,7
3,7,4,55.63,1,0,4,0,0,1961,0,0,1,3,3,6.51,453.87,8,101180.57,2023,12
4,12,0,80.83,3,2,7,1,4,2011,0,1,0,0,4,8.72,143.22,5,168673.18,2020,6
2,7,3,165.1,4,3,0,0,0,1990,0,0,0,4,5,8.62,236.93,1,302864.17,2023,10
5,13,0,79.61,4,3,0,0,0,1914,1,1,1,1,5,0.26,199.04,9,452166.3,2020,6
6,6,0,55.24,2,1,2,0,1,2015,1,0,1,2,7,12.63,105.92,1,143880.14,2021,8
8,11,0,92.43,4,4,3,0,0,1882,1,0,1,0,2,5.65,252.94,2,334328.21,2020,5
1,17,0,66.8,3,3,6,1,0,1979,0,0,0,3,4,4.84,333.17,3,266998.48,2020,8
1,12,0,86.81,4,3,10,1,0,1972,0,0,1,2,2,11.11,462.25,5,323159.16,2021,3
13,12,3,122.29,4,2,0,0,3,1900,1,0,1,1,4,6.85,252.94,4,286431.81,2022,7
11,3,0,54.6,2,1,5,0,0,1988,0,1,1,3,2,8.0,141.64,5,162111.36,2021,4
6,6,0,80.5,4,4,4,1,1,2019,1,1,1,3,1,2.17,92.92,3,333046.47,2023,11
14,17,2,177.09,4,3,7,1,1,1966,0,0,0,2,7,3.22,276.26,4,588437.65,2020,3
8,7,3,119.17,5,3,0,0,3,1970,0,0,0,2,3,6.64,101.89,1,348382.36,2020,8
12,17,0,66.17,3,3,6,1,4,1959,0,0,2,0,3,1.4,181.96,9,198689.79,2023,11
9,11,4,22.39,1,0,6,1,3,2009,1,0,2,2,7,12.15,112.08,4,99097.42,2022,2
5,4,2,109.32,6,6,0,0,0,2015,0,0,0,4,7,2.92,33.47,2,645437.24,2022,11
3,12,0,79.08,3,2,3,1,3,1960,0,0,0,2,7,4.86,95.92,3,180641.8,2022,12
8,12,0,73.08,4,3,5,0,1,2011,1,0,1,3,3,3.29,760.13,4,253472.24,2021,4
6,6,3,110.31,5,3,0,0,1,1933,0,0,1,0,3,8.8,252.94,9,317470.74,2021,2
2,3,0,51.1,2,2,1,0,3,1966,0,0,0,1,2,2.91,312.7,9,173117.23,2020,10
7,3,4,22.52,1,0,5,0,1,1940,1,0,2,0,4,2.21,482.48,5,71454.18,2020,12
5,5,1,106.52,4,4,0,0,1,1936,1,0,1,3,5,2.26,44.37,5,454675.42,2021,6
10,0,1,99.31,3,2,3,0,1,2007,0,0,1,2,5,4.66,100.22,1,917553.21,2020,5
1,11,0,68.78,3,3,6,1,0,1990,1,0,1,2,3,5.78,252.94,4,298255.1,2023,1
2,7,0,75.64,4,3,2,0,1,1970,1,0,0,3,5,4.69,831.72,7,168611.42,2023,1
11,12,1,110.8,4,3,5,1,2,1995,0,0,0,1,7,2.24,443.53,8,371438.2,2023,5
6,19,3,272.59,5,3,0,0,4,1977,0,0,0,0,7,5.21,781.05,2,630145.52,2021,6
12,11,0,132.06,4,3,3,1,3,1999,0,0,2,3,3,3.98,102.69,10,554508.17,2023,12
10,1,4,32.4,1,0,4,1,0,1970,1,0,0,0,6,8.67,139.57,6,248243.59,2023,6
13,11,0,64.66,3,3,3,1,3,1958,1,1,1,0,1,11.0,450.04,5,229082.61,2022,10
3,12,0,70.99,4,4,3,1,3,1969,1,0,1,2,3,6.02,48.06,7,155131.53,2021,4
0,17,2,126.95,6,5,6,1,1,1919,1,0,0,0,2,5.47,252.94,2,367592.15,2023,4
4,11,0,60.16,2,1,0,0,0,1948,0,0,1,3,3,6.06,252.94,5,190633.03,2023,5
9,11,0,83.88,3,2,3,1,0,1865,1,0,0,2,5,2.36,631.2,2,440196.45,2023,10
9,3,0,71.97,3,2,0,0,3,1961,0,1,0,3,2,2.25,126.26,7,550644.83,2023,2
2,12,3,261.51,4,2,0,0,3,1905,1,1,1,4,3,6.62,76.13,4,630266.21,2020,3
10,10,0,59.78,2,1,3,1,1,1985,0,0,1,0,2,12.72,542.84,5,517821.91,2021,9
0,12,3,241.76,4,3,0,0,0,2013,1,1,1,1,6,2.9,252.94,5,541623.91,2022,3
0,3,3,188.29,6,3,0,0,0,1993,1,0,2,0,1,8.14,69.3,9,440650.59,2020,1
1,12,4,25.31,1,0,8,1,0,1934,0,0,0,2,4,7.63,437.7,2,102549.35,2022,3
13,3,0,95.24,3,2,0,0,1,1970,1,0,1,3,5,8.4,216.87,10,288739.05,2023,11
7,3,4,16.87,1,1,2,0,1,1990,1,0,1,2,4,3.41,173.83,9,71121.02,2021,4
1,7,0,67.88,3,3,6,1,3,2001,0,0,0,3,3,4.91,561.19,10,329271.48,2023,8
8,12,3,167.24,4,2,0,0,4,1944,0,0,1,1,3,4.16,203.8,4,414272.1,2022,3
11,17,0,64.37,3,2,2,0,1,1968,0,0,1,0,0,2.5,258.52,4,152965.51,2021,6
9,7,0,103.39,7,6,3,1,1,1909,1,0,1,0,2,3.76,32.74,6,514840.0,2022,2
8,3,4,63.73,1,0,0,0,0,1970,1,0,0,3,5,9.51,316.81,8,214295.35,2022,3
12,17,0,59.99,2,1,1,0,0,1964,0,1,1,4,4,8.19,117.49,5,202084.7,2023,8
5,18,0,100.77,7,6,4,1,0,1879,0,0,1,2,3,4.89,252.94,1,449901.87,2021,11
14,11,0,78.83,4,4,6,1,0,1973,0,0,0,0,6,7.59,512.76,10,233300.5,2021,12
6,8,3,214.24,4,3,0,0,3,1999,1,1,0,2,4,11.26,165.23,5,637756.9,2023,1
3,17,0,82.97,4,3,4,1,3,1881,1,0,0,0,3,4.81,390.16,6,187456.8,2023,7
13,12,0,73.63,3,1,6,1,1,1961,0,0,0,2,3,3.51,30.19,2,200870.09,2022,6
1,17,0,167.39,4,4,4,1,1,1968,0,0,0,2,3,3.74,252.94,6,601722.0,2022,7
9,7,3,184.06,5,3,0,0,1,2023,0,0,0,0,5,9.4,114.14,3,537084.92,2023,1
8,12,0,100.32,4,3,6,1,3,1935,0,0,0,3,7,3.1,373.54,8,396942.66,2020,12
4,12,0,64.67,2,1,9,1,0,2002,1,0,1,2,7,7.08,58.31,1,194736.54,2022,3
2,11,0,121.12,7,5,0,0,1,1921,0,1,1,0,2,4.86,231.3,5,324453.63,2022,4
11,17,0,77.85,4,3,3,0,1,2019,0,0,2,0,7,10.36,208.54,3,155734.67,2020,5
11,12,4,21.58,1,1,1,0,3,1948,1,1,0,3,0,6.2,456.99,3,58453.78,2022,12
5,5,4,27.93,1,0,3,1,0,1920,0,0,0,2,2,4.71,674.89,3,139849.71,2023,11
6,14,2,123.61,6,4,3,1,1,1958,0,0,0,2,3,4.49,731.76,2,465712.26,2023,12
6,6,0,79.75,4,3,4,1,0,1860,0,0,0,0,2,3.81,252.94,4,315106.77,2021,11
11,17,1,116.22,7,6,2,0,3,1910,1,1,0,0,3,8.28,41.65,6,280121.03,2020,12
11,11,0,78.92,3,3,2,0,0,1969,1,0,0,4,2,9.64,84.52,7,170488.04,2022,5
0,17,1,93.91,4,3,0,0,3,2017,0,0,0,2,7,12.77,59.79,1,157666.7,2022,2
1,17,0,78.08,3,2,0,0,0,1965,0,0,1,2,1,4.58,-50.0,2,328999.84,2020,6
0,17,3,157.02,6,5,0,0,0,1985,1,0,1,3,2,7.54,691.86,2,321228.0,2021,4
13,11,0,89.3,4,3,1,0,0,1989,0,1,1,2,3,2.47,333.87,1,354745.51,2021,8
7,12,0,79.34,4,2,2,0,3,1875,0,0,0,3,3,2.6,149.23,9,342345.0,2021,9
12,3,4,26.09,1,2,2,0,1,1950,0,0,1,4,4,8.95,410.53,3,83619.26,2023,4
4,12,4,37.56,1,0,1,0,3,2023,0,0,0,1,4,1.79,83.35,7,109015.48,2023,5
12,11,1,152.1,6,6,6,1,0,1854,0,1,1,3,4,7.8,28.47,5,611880.67,2020,10
1,3,3,190.32,6,6,0,0,3,1967,1,0,2,0,7,3.89,141.53,10,900548.56,2021,3
8,3,3,146.75,5,5,0,0,0,2004,0,0,1,2,3,4.17,198.69,2,469395.79,2021,1
14,3,0,135.26,6,3,4,0,0,1945,1,1,1,3,7,8.8,339.18,2,527998.24,2023,12
11,7,1,117.53,6,5,2,0,4,2023,0,1,0,0,1,3.77,159.94,1,236959.98,2021,7
10,10,3,188.83,4,3,0,0,3,1968,0,0,1,2,0,13.06,470.57,7,1372308.85,2021,8
7,7,4,19.51,1,3,5,1,2,2013,0,0,1,2,5,4.02,222.15,2,91022.78,2022,12
13,3,0,78.8,4,3,9,1,0,1972,1,1,0,2,0,3.21,337.16,7,409454.54,2021,5
5,5,3,213.27,4,2,0,0,1,1960,0,0,0,0,5,4.72,126.99,3,637198.22,2020,9
7,7,1,111.49,6,6,1,0,0,1989,0,0,0,3,2,3.82,272.89,6,455487.67,2023,12
11,11,0,87.67,3,1,2,0,1,2019,1,0,2,3,3,8.0,206.56,1,204623.07,2023,2
9,17,0,88.49,4,3,10,1,4,1957,0,0,1,2,5,6.53,317.48,1,256778.09,2023,12
13,7,0,99.47,3,3,0,0,1,2008,0,0,0,2,3,4.65,59.93,5,276056.88,2022,1
14,7,4,31.16,1,0,0,0,0,1985,1,0,1,0,7,1.23,89.38,7,107792.38,2023,7
9,3,0,68.97,2,1,3,0,3,1958,0,0,1,1,7,4.86,167.33,4,416807.09,2021,12
7,3,0,55.98,3,1,3,0,1,1889,0,0,0,0,3,5.28,363.0,5,176017.87,2020,5
10,9,0,88.77,3,3,0,0,2,1948,0,0,0,0,2,2.45,195.49,7,1376317.66,2021,12
10,0,3,275.09,5,5,0,0,0,2004,0,0,0,0,2,7.96,150.15,5,1775166.09,2021,12
0,7,0,62.79,3,2,1,0,2,1906,0,1,0,0,2,8.04,720.81,6,197061.91,2021,11
14,3,0,95.16,3,3,2,0,1,1977,0,0,0,0,5,7.03,400.64,4,253827.64,2021,6
6,14,1,180.85,5,3,6,1,0,1971,0,1,0,3,2,1.37,486.71,5,787223.6,2020,11
3,12,1,102.07,6,4,5,0,0,1985,0,0,1,2,7,7.19,260.83,2,181784.25,2020,8
4,17,0,103.95,7,6,7,1,0,2016,1,0,0,3,1,3.1,150.79,5,360385.14,2020,7
11,7,4,21.52,1,0,2,0,2,1994,1,1,0,2,4,9.49,455.26,8,56494.0,2022,5
5,5,3,226.39,4,3,0,0,3,1971,0,0,0,2,1,7.52,348.09,4,753501.55,2023,6
11,11,0,49.27,2,1,2,0,3,2004,0,1,0,3,2,5.52,106.53,4,145468.26,2020,4
6,2,0,45.53,2,2,3,1,1,1989,0,1,1,3,2,11.11,1008.59,1,168028.19,2023,9
12,17,3,142.01,5,3,0,0,1,2011,0,1,0,3,4,5.88,311.78,4,348786.51,2022,2
0,12,0,89.56,3,2,0,0,1,1991,1,0,2,0,3,4.99,162.98,10,193172.0,2023,10
0,7,0,81.02,3,2,1,0,3,1995,0,0,2,3,3,16.11,321.09,7,184703.23,2021,8
12,3,4,44.68,1,1,1,0,0,1903,1,0,0,4,4,2.22,219.01,3,198699.48,2022,11
2,11,3,174.22,5,4,0,0,2,1852,0,0,1,2,4,3.08,197.25,2,489570.11,2022,6
12,11,3,138.54,6,5,0,0,0,1970,1,0,0,2,0,1.91,252.94,5,477628.27,2021,12
10,10,0,81.78,3,2,0,0,1,1940,1,0,0,2,2,5.76,198.94,5,745956.95,2021,12
10,10,3,204.28,4,4,0,0,2,1926,1,0,2,3,2,6.0,566.32,8,2046518.42,2021,12
8,3,0,87.75,4,4,3,1,3,1924,0,0,1,2,4,6.63,208.18,1,384549.98,2023,12
9,3,3,198.14,4,2,0,0,0,1993,0,0,0,0,7,3.08,169.14,6,1121892.08,2020,1
7,12,4,40.04,1,0,7,1,3,1882,0,1,0,2,0,3.67,34.34,1,203777.93,2022,2
5,5,4,31.62,1,3,0,0,2,1985,1,0,1,0,2,7.38,250.36,6,187459.01,2020,4
14,3,0,105.29,5,4,4,1,3,1976,0,0,0,2,2,5.86,781.37,2,391817.45,2023,10
7,12,3,125.96,4,3,0,0,2,1921,0,0,0,2,2,3.97,321.37,2,471446.95,2020,5
11,17,1,157.67,4,3,6,1,1,1918,0,0,0,4,7,2.93,26.84,5,422753.25,2020,7
8,7,3,229.1,5,4,0,1,0,1917,1,0,0,2,4,15.93,458.18,10,462134.79,2022,11
10,9,0,76.53,3,2,0,0,3,1941,1,0,0,0,2,7.96,242.45,1,1037724.95,2022,2
0,17,3,191.06,6,5,0,0,0,1983,1,0,0,2,3,6.24,821.01,5,341088.64,2021,7
14,12,0,90.52,4,4,7,1,0,1934,0,0,0,2,3,7.39,35.17,8,297896.03,2023,2
10,9,2,223.99,5,3,6,0,2,1985,0,0,1,4,5,3.94,144.19,3,3136648.77,2020,2
3,3,3,171.18,5,4,0,0,1,2020,0,1,1,3,2,3.8,332.59,2,310780.59,2020,12
5,13,0,75.58,3,3,1,0,0,2007,0,0,1,3,6,3.1,31.55,4,278182.06,2021,1
9,3,0,56.92,3,2,7,1,0,2000,1,0,0,0,3,2.46,252.94,2,358039.74,2023,3
2,11,0,119.68,5,4,6,1,0,2018,0,0,0,1,6,7.6,326.47,6,226878.16,2020,3
7,3,2,133.13,4,2,0,0,0,1970,1,0,2,0,3,7.26,658.39,1,691559.06,2021,10
7,7,0,70.94,3,2,6,1,3,1996,1,1,0,3,7,3.05,252.94,5,369123.57,2020,7
12,17,3,179.6,4,4,0,0,2,1997,1,0,0,2,2,1.78,387.96,9,723358.43,2023,6
6,8,1,147.2,4,3,3,0,0,2021,0,1,1,3,2,7.62,265.5,6,553054.25,2023,12
12,12,0,80.8,4,3,6,1,0,1984,1,0,1,2,3,0.92,196.65,7,361316.27,2022,6
3,7,0,88.01,4,3,4,1,3,1943,0,0,0,3,2,7.08,81.67,4,197414.76,2023,9
14,11,3,140.31,6,5,0,0,2,1932,1,0,0,2,2,3.12,252.94,4,586913.8,2021,7
4,11,3,144.1,5,4,0,0,4,1948,1,0,1,3,2,5.61,163.27,3,255889.96,2023,2
12,7,0,110.56,5,3,2,0,0,1970,0,0,0,0,4,11.55,656.81,2,61554.94,2022,7
2,12,0,65.54,2,2,4,1,0,1984,1,0,0,2,4,2.27,88.13,9,187845.75,2021,12
8,3,3,208.74,5,4,0,0,0,1935,1,0,0,2,3,6.83,244.24,10,567375.46,2021,6
12,11,2,97.5,3,3,4,1,4,2007,1,0,0,0,3,6.55,802.44,5,243540.25,2021,1
12,7,0,47.58,2,1,5,1,2,2021,0,0,2,0,3,10.34,142.4,7,183496.84,2020,4
4,7,0,104.34,5,4,6,1,4,1995,0,0,1,4,3,4.62,252.94,5,220177.75,2023,12
6,8,0,67.71,2,1,4,1,1,1893,1,0,2,0,4,8.74,408.21,7,193574.6,2022,8
5,15,4,54.4,1,0,9,1,1,1982,1,1,2,0,3,2.24,104.35,3,397325.27,2020,2
8,17,0,63.86,2,1,5,0,3,2016,0,0,0,1,4,1.18,347.99,4,239301.38,2021,5
12,12,2,88.52,3,2,7,1,0,1949,0,0,0,2,5,4.64,734.26,7,372800.9,2023,7
3,17,0,62.39,2,1,2,0,4,1978,0,0,0,1,6,12.59,612.31,6,57843.45,2022,12
0,12,1,120.92,5,4,2,0,1,1936,0,1,0,3,6,7.75,377.77,8,240275.4,2020,9
9,12,3,312.0,4,4,0,0,1,2010,0,0,2,2,2,9.08,151.1,10,1138579.81,2021,7
2,7,3,251.19,4,3,0,0,3,2008,0,0,0,3,3,10.12,827.94,3,496212.59,2021,4
4,11,0,103.46,4,3,2,0,2,1970,1,0,0,2,3,2.65,271.11,3,446138.45,2023,7
9,7,4,54.91,1,3,2,0,1,1970,0,0,0,3,4,4.07,336.25,7,225431.66,2020,8
4,3,0,75.13,3,2,8,1,0,1850,0,1,1,0,2,4.55,252.94,6,321239.08,2020,10
3,12,0,67.97,3,2,0,0,0,1949,1,0,0,0,2,8.46,207.98,5,135977.57,2020,2
9,11,0,105.97,4,2,3,1,0,1998,1,0,1,3,6,4.81,737.54,3,515065.49,2021,1
4,12,2,119.16,4,4,1,0,0,1870,0,0,0,3,3,8.75,420.71,1,397569.37,2021,6
11,12,4,24.5,1,0,6,1,0,1933,0,0,0,2,2,3.06,15.73,7,54159.53,2023,5
9,7,3,89.83,4,3,0,0,0,1970,0,0,0,0,3,2.75,152.27,5,346124.27,2022,1
6,14,3,142.13,4,3,0,0,3,1984,1,0,2,4,7,9.88,473.11,5,428187.55,2020,11
13,11,0,90.23,4,4,0,0,3,2022,1,0,0,3,2,1.47,416.0,10,419782.32,2021,10
8,12,4,5.0,1,0,3,0,2,1959,0,1,1,0,1,4.39,203.78,5,131459.56,2023,5
14,11,4,41.66,1,0,2,0,0,1917,0,0,1,2,6,0.94,55.15,5,132196.18,2023,8
5,18,3,129.71,4,3,0,0,4,1985,0,0,1,2,3,7.56,213.74,2,312714.26,2023,2
11,7,3,142.99,7,6,0,0,0,1902,0,0,0,1,7,5.52,191.48,8,230532.06,2021,9
1,17,1,181.55,7,6,0,0,3,1970,1,0,0,3,3,7.21,179.33,6,773519.52,2021,11
10,9,2,152.45,5,4,2,0,2,1976,1,0,1,2,7,5.67,137.3,2,2749925.75,2022,12
3,17,3,179.74,6,5,0,0,4,1970,0,0,1,0,4,3.45,52.89,1,174474.9,2022,11
3,11,0,79.11,3,2,6,1,3,1942,1,0,1,0,5,9.66,103.25,8,161546.3,2020,5
12,12,3,147.33,7,7,0,0,0,1968,0,1,0,1,2,9.02,181.93,6,435224.32,2023,9
0,3,3,238.97,5,3,0,0,0,2008,1,1,0,2,6,3.48,252.94,6,570717.26,2022,3
2,3,0,112.03,4,3,0,0,1,1991,0,0,0,2,4,10.16,319.63,10,277251.31,2020,1
14,12,0,74.87,3,3,9,1,3,1966,0,0,0,1,2,4.91,252.94,5,293379.85,2023,1
10,9,0,74.4,3,1,0,0,0,1948,0,0,0,1,3,9.4,430.54,6,845864.92,2021,10
3,12,3,156.01,5,3,0,1,0,1977,1,0,0,1,2,3.76,57.09,5,275377.29,2021,3
8,3,0,84.4,3,2,1,0,0,1852,0,0,0,4,3,1.67,306.96,9,308625.24,2020,7
14,17,0,48.21,3,2,5,0,1,1992,1,0,2,0,2,10.67,491.59,1,131016.15,2020,12
9,3,4,31.05,1,0,2,0,3,2000,0,0,0,2,2,2.12,252.94,10,204423.83,2022,3
9,7,3,225.17,4,4,0,0,1,1914,0,0,0,0,4,2.65,252.94,7,711803.46,2022,7
1,12,0,81.7,4,3,3,1,3,1970,1,0,0,2,3,4.93,287.27,2,345068.47,2023,1
10,9,0,95.05,4,4,1,0,0,1920,0,0,0,3,3,4.04,353.72,2,1203631.13,2020,10
3,12,2,131.53,5,4,5,1,4,2017,1,0,0,3,3,4.37,303.05,9,255892.7,2022,4
5,5,4,33.74,1,1,1,0,3,2003,1,1,1,3,5,12.81,313.61,9,162046.2,2021,2
3,3,0,78.5,4,3,6,1,3,1864,0,0,1,3,0,13.72,252.94,7,195376.38,2020,11
8,3,1,147.64,6,5,3,1,1,2020,0,1,1,0,4,3.75,212.25,9,594072.02,2022,6
9,7,0,73.48,3,2,3,0,0,1919,0,0,0,0,4,2.81,450.55,3,369707.93,2020,2
12,7,1,94.99,3,1,7,1,4,1903,0,0,0,2,3,5.62,333.71,4,228659.12,2023,6
13,7,0,115.42,6,4,5,0,3,1872,1,0,0,4,1,4.75,252.94,1,512357.6,2023,7
6,6,0,96.28,4,3,5,1,2,1999,0,0,1,0,4,5.06,109.08,9,430363.73,2020,4
6,8,0,47.08,2,0,6,1,0,2015,0,0,0,2,3,7.49,479.44,7,191960.14,2021,4
4,12,0,84.88,3,2,0,0,1,1906,0,0,1,0,3,1.49,309.09,3,253273.66,2021,12
5,13,3,112.04,4,3,0,0,3,2022,1,0,0,2,4,8.05,162.48,3,449513.3,2023,9
3,3,4,21.89,1,0,5,1,0,1949,1,1,0,3,2,6.66,263.51,1,57703.47,2023,11
6,19,4,36.05,1,1,1,0,0,1987,0,0,1,4,3,3.67,184.26,8,169560.86,2023,2
4,11,0,113.78,4,3,1,0,1,2022,0,0,0,3,4,2.68,252.2,4,294958.49,2020,1
10,16,0,142.58,7,5,0,0,0,1855,0,0,0,1,2,6.0,520.86,5,1516306.92,2021,9
9,7,0,126.07,4,3,7,1,0,1970,1,1,0,4,3,9.69,81.23,1,665945.07,2020,9
2,7,0,50.41,3,3,5,1,1,1984,1,0,1,0,4,14.69,155.62,9,98356.85,2022,9
0,17,3,274.85,6,5,0,0,1,1957,0,0,0,2,4,5.77,47.27,5,418147.09,2022,7
11,7,0,99.29,3,2,0,0,0,1910,0,1,1,2,3,1.82,245.77,4,266927.47,2023,2
9,11,4,42.97,1,0,2,0,0,1981,1,1,0,4,3,9.55,306.56,10,196473.38,2023,1
11,12,3,154.24,4,3,0,0,1,1883,1,0,1,2,3,2.56,14.76,10,301530.88,2020,5
12,3,0,90.08,3,2,3,1,1,2015,0,0,1,0,2,5.19,435.5,7,333342.7,2023,4
13,17,3,196.51,5,3,0,0,1,1966,1,1,1,4,1,5.63,81.1,2,572775.72,2020,10
14,3,0,89.71,3,1,3,1,2,2013,1,0,2,2,0,3.27,531.46,1,517307.73,2022,6
6,6,0,94.55,3,2,3,1,4,2004,0,0,0,4,5,1.11,180.29,10,241021.61,2023,11
10,16,4,31.63,1,0,3,1,3,1852,1,1,0,3,1,6.8,123.12,10,456781.32,2022,7
11,12,3,168.96,4,4,0,0,0,1966,1,0,2,2,3,12.01,252.94,5,282798.52,2021,4
0,7,0,80.45,3,2,4,1,0,2010,1,0,0,2,7,3.28,163.11,3,231781.32,2022,1
